Country,Continent,ISO_Code,Level,GDLCODE,Region,"1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,
"Pakistan","Asia/Pacific","PAK","National","PAKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022
"Pakistan","Asia/Pacific","Z06","National","Z06t","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034
"Pakistan","Asia/Pacific","PRK","National","PRKt","Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045
"Palestine","Asia/Pacific","PSE","National","PSEt","Total",0.009,0.014,0.016,0.009,0.015,0.007,0.011,0.013,0.009,0.005,0.010,0.009,0.013,0.012,0.010,0.009,0.009,0.009,0.008,0.010,0.008,0.011,0.012,0.010,0.009,0.012,0.009,0.006,0.015,0.012,0.013,0.008,0.009
"Panama","America","PAN","National","PANt","Total",0.097,0.093,0.088,0.095,0.097,0.112,0.107,0.083,0.108,0.125,0.102,0.097,0.092,0.107,0.102,0.110,0.103,0.118,0.114,0.103,0.132,0.120,0.101,0.095,0.098,0.094,0.104,0.100,0.098,0.084,0.102,0.106,0.113
"Papua New Guinea","Asia/Pacific","PNG","National","PNGt","Total",0.131,0.123,0.119,0.116,0.125,0.140,0.127,0.096,0.133,0.120,0.127,0.132,0.114,0.132,0.123,0.139,0.142,0.139,0.135,0.139,0.128,0.145,0.147,0.154,0.150,0.121,0.155,0.159,0.143,0.148,0.154,0.143,0.117
"Paraguay","America","PRY","National","PRYt","Total",0.068,0.053,0.063,0.054,0.060,0.052,0.071,0.066,0.077,0.052,0.056,0.058,0.058,0.051,0.044,0.047,0.047,0.049,0.044,0.049,0.054,0.049,0.041,0.050,0.065,0.068,0.051,0.056,0.048,0.045,0.035,0.038,0.042
"Peru","America","PER","National","PERt","Total",0.059,0.056,0.056,0.067,0.067,0.055,0.057,0.058,0.064,0.059,0.059,0.058,0.059,0.054,0.054,0.051,0.057,0.056,0.058,0.063,0.053,0.058,0.062,0.060,0.061,0.062,0.056,0.066,0.060,0.064,0.055,0.060,0.054
"Philippines","Asia/Pacific","PHL","National","PHLt","Total",0.077,0.067,0.065,0.078,0.074,0.091,0.089,0.067,0.075,0.103,0.102,0.088,0.072,0.077,0.073,0.082,0.085,0.085,0.100,0.097,0.082,0.110,0.094,0.098,0.095,0.076,0.089,0.106,0.086,0.074,0.093,0.100,0.105
"Poland","Europe","POL","National","POLt","Total",0.024,0.023,0.022,0.024,0.025,0.025,0.024,0.026,0.028,0.025,0.025,0.029,0.026,0.020,0.024,0.023,0.023,0.027,0.025,0.026,0.032,0.022,0.024,0.025,0.025,0.020,0.027,0.030,0.021,0.023,0.026,0.027,0.025
"Portugal","Europe","PRT","National","PRTt","Total",0.022,0.020,0.018,0.023,0.020,0.025,0.031,0.032,0.020,0.022,0.027,0.029,0.027,0.026,0.019,0.020,0.028,0.019,0.022,0.025,0.035,0.023,0.022,0.026,0.028,0.018,0.024,0.017,0.025,0.020,0.021,0.023,0.024
"Qatar","Asia/Pacific","QAT","National","QATt","Total",0.002,0.002,0.006,0.002,0.001,0.006,0.003,0.005,0.002,0.001,0.002,0.000,0.001,0.002,0.002,0.001,0.004,0.001,0.001,0.002,0.001,0.002,0.001,0.003,0.002,0.002,0.002,0.003,0.002,0.003,0.001,0.000,0.001
"Romania","Europe","ROU","National","ROUt","Total",0.022,0.030,0.022,0.025,0.023,0.029,0.028,0.030,0.028,0.030,0.020,0.027,0.027,0.022,0.028,0.035,0.026,0.026,0.024,0.024,0.031,0.019,0.024,0.026,0.030,0.024,0.029,0.025,0.026,0.023,0.025,0.027,0.021
"Russian Federation","Europe","RUS","National","RUSt","Total",0.024,0.021,0.021,0.021,0.021,0.023,0.020,0.023,0.021,0.020,0.021,0.022,0.021,0.020,0.022,0.021,0.021,0.021,0.021,0.020,0.019,0.020,0.020,0.021,0.019,0.020,0.021,0.021,0.019,0.020,0.019,0.021,0.020
"Rwanda","Africa","RWA","National","RWAt","Total",0.059,0.058,0.051,0.044,0.053,0.049,0.049,0.055,0.049,0.041,0.039,0.051,0.048,0.039,0.044,0.044,0.056,0.046,0.043,0.049,0.049,0.055,0.054,0.051,0.044,0.049,0.042,0.043,0.057,0.052,0.059,0.046,0.053
"Saint Kitts and Nevis","America","KNA","National","KNAt","Total",0.027,0.023,0.025,0.025,0.017,0.030,0.032,0.023,0.037,0.037,0.022,0.022,0.022,0.032,0.043,0.037,0.031,0.029,0.030,0.029,0.043,0.042,0.032,0.032,0.029,0.021,0.032,0.036,0.024,0.023,0.029,0.022,0.029
"Saint Lucia","America","LCA","National","LCAt","Total",0.027,0.027,0.031,0.029,0.026,0.030,0.032,0.026,0.033,0.029,0.031,0.026,0.028,0.030,0.038,0.047,0.033,0.032,0.033,0.027,0.046,0.044,0.035,0.032,0.026,0.022,0.036,0.033,0.031,0.026,0.031,0.025,0.033
"Saint Vincent and the Grenadines","America","VCT","National","VCTt","Total",0.032,0.034,0.037,0.035,0.031,0.035,0.037,0.031,0.042,0.037,0.036,0.035,0.034,0.037,0.049,0.053,0.038,0.040,0.040,0.033,0.054,0.052,0.040,0.038,0.029,0.026,0.039,0.045,0.034,0.030,0.035,0.029,0.042
"Samoa","Asia/Pacific","WSM","National","WSMt","Total",0.091,0.095,0.079,0.083,0.081,0.093,0.090,0.089,0.073,0.080,0.079,0.093,0.084,0.096,0.084,0.088,0.112,0.100,0.085,0.076,0.086,0.078,0.095,0.089,0.091,0.089,0.078,0.107,0.105,0.092,0.126,0.085,0.071
"San Marino","Europe","SMR","National","SMRt","Total",0.024,0.028,0.021,0.019,0.025,0.029,0.030,0.027,0.022,0.034,0.019,0.026,0.035,0.021,0.031,0.035,0.022,0.021,0.025,0.028,0.038,0.021,0.029,0.036,0.037,0.030,0.032,0.025,0.033,0.032,0.020,0.024,0.023
"Sao Tome & Principe","Africa","STP","National","STPt","Total",0.049,0.054,0.037,0.044,0.039,0.046,0.047,0.048,0.050,0.049,0.045,0.045,0.050,0.065,0.044,0.036,0.051,0.076,0.057,0.058,0.037,0.042,0.061,0.043,0.055,0.040,0.060,0.047,0.059,0.055,0.056,0.059,0.054
"Saudi Arabia","Asia/Pacific","SAU","National","SAUt","Total",0.001,0.002,0.003,0.003,0.002,0.004,0.003,0.004,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.001,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.001,0.002
"Senegal","Africa","SEN","National","SENt","Total",0.015,0.016,0.014,0.018,0.019,0.020,0.016,0.016,0.013,0.019,0.018,0.017,0.013,0.019,0.012,0.015,0.014,0.015,0.020,0.018,0.021,0.014,0.020,0.019,0.013,0.020,0.016,0.015,0.016,0.015,0.023,0.016,0.020
"Serbia","Europe","SRB","National","SRBt","Total",0.019,0.025,0.021,0.020,0.020,0.028,0.029,0.025,0.022,0.031,0.015,0.030,0.025,0.021,0.028,0.031,0.026,0.026,0.022,0.029,0.031,0.016,0.022,0.024,0.036,0.023,0.029,0.021,0.028,0.023,0.024,0.026,0.023
"Sierra Leone","Africa","SLE","National","SLEt","Total",0.088,0.077,0.091,0.089,0.087,0.087,0.087,0.078,0.080,0.081,0.090,0.085,0.087,0.093,0.086,0.090,0.081,0.092,0.083,0.077,0.088,0.080,0.093,0.079,0.087,0.080,0.098,0.091,0.093,0.104,0.091,0.090,0.094
"Singapore","Asia/Pacific","SGP","National","SGPt","Total",0.072,0.096,0.086,0.089,0.073,0.100,0.083,0.064,0.087,0.081,0.081,0.089,0.070,0.078,0.072,0.069,0.083,0.099,0.087,0.070,0.083,0.085,0.085,0.086,0.077,0.067,0.084,0.091,0.087,0.072,0.091,0.090,0.089
"Slovakia","Europe","SVK","National","SVKt","Total",0.025,0.025,0.023,0.022,0.025,0.028,0.029,0.027,0.028,0.029,0.025,0.027,0.027,0.019,0.027,0.030,0.026,0.027,0.026,0.027,0.037,0.021,0.024,0.028,0.031,0.023,0.028,0.027,0.024,0.027,0.030,0.026,0.023
"Slovenia","Europe","SVN","National","SVNt","Total",0.040,0.040,0.039,0.038,0.039,0.045,0.045,0.038,0.043,0.044,0.041,0.039,0.042,0.031,0.045,0.040,0.037,0.039,0.045,0.043,0.049,0.029,0.040,0.046,0.056,0.036,0.046,0.046,0.043,0.046,0.041,0.040,0.035
"Solomon Islands","Asia/Pacific","SLB","National","SLBt","Total",0.115,0.113,0.099,0.101,0.112,0.118,0.119,0.085,0.127,0.120,0.121,0.126,0.130,0.115,0.139,0.123,0.146,0.128,0.123,0.131,0.123,0.113,0.138,0.148,0.139,0.135,0.143,0.144,0.147,0.139,0.143,0.147,0.117
"Somalia","Africa","SOM","National","SOMt","Total",0.012,0.010,0.009,0.010,0.015,0.011,0.008,0.023,0.009,0.009,0.009,0.010,0.012,0.010,0.012,0.009,0.014,0.009,0.008,0.009,0.008,0.011,0.010,0.014,0.008,0.013,0.008,0.008,0.012,0.013,0.011,0.006,0.006
"South Africa","Africa","ZAF","National","ZAFt","Total",0.019,0.022,0.015,0.020,0.017,0.023,0.026,0.023,0.021,0.021,0.029,0.025,0.018,0.016,0.021,0.019,0.026,0.017,0.018,0.022,0.022,0.023,0.020,0.019,0.021,0.014,0.018,0.020,0.016,0.017,0.020,0.024,0.025
"South Korea","Asia/Pacific","KOR","National","KORt","Total",0.051,0.048,0.038,0.049,0.030,0.034,0.037,0.041,0.054,0.053,0.041,0.036,0.047,0.055,0.041,0.036,0.043,0.045,0.032,0.038,0.042,0.046,0.049,0.036,0.038,0.035,0.043,0.031,0.043,0.041,0.050,0.042,0.036
"South Sudan","Africa","SSD","National","SSDt","Total",0.035,0.043,0.038,0.035,0.041,0.038,0.043,0.037,0.039,0.038,0.034,0.036,0.030,0.035,0.030,0.033,0.034,0.033,0.032,0.028,0.034,0.030,0.033,0.030,0.030,0.026,0.026,0.027,0.025,0.033,0.029,0.024,0.025
"Spain","Europe","ESP","National","ESPt","Total",0.021,0.022,0.023,0.023,0.019,0.021,0.029,0.026,0.020,0.023,0.023,0.022,0.024,0.026,0.022,0.019,0.023,0.022,0.026,0.023,0.027,0.020,0.021,0.027,0.025,0.021,0.025,0.019,0.029,0.023,0.024,0.025,0.022
"Sri Lanka","Asia/Pacific","LKA","National","LKAt","Total",0.051,0.047,0.044,0.057,0.060,0.051,0.053,0.059,0.050,0.056,0.057,0.051,0.056,0.053,0.057,0.053,0.062,0.054,0.067,0.055,0.071,0.076,0.056,0.055,0.073,0.072,0.044,0.055,0.063,0.055,0.051,0.065,0.060
"Sudan","Africa","SDN","National","SDNt","Total",0.008,0.011,0.011,0.011,0.012,0.012,0.014,0.013,0.012,0.012,0.009,0.011,0.008,0.011,0.008,0.010,0.010,0.011,0.009,0.007,0.009,0.008,0.009,0.009,0.011,0.007,0.008,0.007,0.009,0.012,0.009,0.006,0.007
"Suriname","America","SUR","National","SURt","Total",0.067,0.048,0.038,0.054,0.053,0.049,0.062,0.050,0.052,0.065,0.068,0.050,0.063,0.049,0.057,0.060,0.070,0.068,0.071,0.050,0.072,0.067,0.070,0.071,0.053,0.060,0.073,0.073,0.077,0.061,0.072,0.096,0.098
"Svalbard and Jan Mayen","Europe","SJM","National","SJMt","Total",0.020,0.019,0.018,0.019,0.019,0.018,0.020,0.017,0.014,0.020,0.019,0.017,0.016,0.015,0.020,0.021,0.022,0.021,0.019,0.021,0.016,0.021,0.022,0.019,0.018,0.023,0.023,0.019,0.023,0.017,0.021,0.019,0.020
"Sweden","Europe","SWE","National","SWEt","Total",0.027,0.023,0.024,0.025,0.023,0.024,0.021,0.023,0.029,0.027,0.029,0.025,0.024,0.023,0.025,0.023,0.026,0.026,0.026,0.025,0.025,0.027,0.030,0.022,0.026,0.027,0.022,0.026,0.020,0.027,0.026,0.026,0.024
"Switzerland","Europe","CHE","National","CHEt","Total",0.050,0.047,0.052,0.055,0.054,0.056,0.051,0.047,0.049,0.066,0.057,0.059,0.061,0.038,0.047,0.044,0.049,0.052,0.055,0.050,0.053,0.046,0.057,0.054,0.055,0.046,0.055,0.051,0.048,0.055,0.049,0.055,0.042
"Syria","Asia/Pacific","SYR","National","SYRt","Total",0.007,0.012,0.012,0.010,0.014,0.008,0.013,0.011,0.010,0.006,0.010,0.011,0.012,0.014,0.011,0.009,0.010,0.010,0.007,0.010,0.008,0.012,0.013,0.010,0.009,0.010,0.010,0.007,0.015,0.014,0.011,0.007,0.009
"Tajikistan","Asia/Pacific","TJK","National","TJKt","Total",0.027,0.032,0.030,0.033,0.028,0.022,0.027,0.025,0.036,0.032,0.023,0.021,0.029,0.031,0.028,0.025,0.024,0.025,0.022,0.032,0.028,0.028,0.025,0.024,0.027,0.028,0.027,0.025,0.026,0.025,0.024,0.020,0.026
"Tanzania","Africa","TZA","National","TZAt","Total",0.035,0.036,0.033,0.029,0.037,0.033,0.030,0.042,0.037,0.031,0.029,0.030,0.037,0.024,0.032,0.026,0.042,0.031,0.032,0.029,0.032,0.036,0.032,0.033,0.034,0.034,0.031,0.036,0.040,0.042,0.044,0.029,0.029
"Thailand","Asia/Pacific","THA","National","THAt","Total",0.048,0.051,0.047,0.048,0.056,0.058,0.060,0.047,0.049,0.064,0.062,0.056,0.054,0.048,0.045,0.053,0.055,0.057,0.058,0.052,0.055,0.063,0.054,0.055,0.048,0.048,0.052,0.062,0.058,0.046,0.051,0.058,0.062
"Timor Leste","Asia/Pacific","TLS","National","TLSt","Total",0.053,0.041,0.044,0.050,0.046,0.060,0.055,0.042,0.065,0.066,0.068,0.062,0.041,0.046,0.050,0.043,0.060,0.052,0.055,0.046,0.071,0.060,0.052,0.068,0.045,0.041,0.056,0.061,0.049,0.044,0.053,0.068,0.068
"Togo","Africa","TGO","National","TGOt","Total",0.039,0.047,0.040,0.044,0.046,0.046,0.040,0.042,0.037,0.049,0.037,0.034,0.042,0.040,0.038,0.035,0.039,0.039,0.037,0.038,0.042,0.037,0.043,0.035,0.044,0.037,0.044,0.039,0.044,0.047,0.035,0.035,0.037
"Tonga","Asia/Pacific","TON","National","TONt","Total",0.055,0.046,0.040,0.047,0.040,0.039,0.061,0.062,0.042,0.067,0.077,0.055,0.059,0.050,0.062,0.066,0.064,0.075,0.064,0.061,0.060,0.071,0.070,0.074,0.052,0.044,0.063,0.084,0.069,0.080,0.069,0.073,0.081
"Trinidad & Tobago","America","TTO","National","TTOt","Total",0.040,0.041,0.038,0.038,0.038,0.039,0.045,0.040,0.054,0.050,0.051,0.047,0.048,0.045,0.055,0.058,0.045,0.053,0.049,0.044,0.057,0.063,0.056,0.046,0.042,0.036,0.043,0.054,0.047,0.041,0.042,0.053,0.061
"Tunisia","Africa","TUN","National","TUNt","Total",0.013,0.011,0.012,0.007,0.007,0.010,0.011,0.011,0.009,0.010,0.007,0.007,0.008,0.016,0.012,0.011,0.010,0.012,0.008,0.014,0.010,0.013,0.010,0.009,0.010,0.009,0.009,0.008,0.011,0.012,0.009,0.008,0.006
"Turkey","Asia/Pacific","TUR","National","TURt","Total",0.021,0.026,0.023,0.023,0.024,0.025,0.026,0.026,0.025,0.023,0.022,0.025,0.023,0.024,0.023,0.026,0.024,0.022,0.019,0.028,0.027,0.025,0.026,0.021,0.025,0.026,0.026,0.023,0.027,0.024,0.021,0.023,0.022
"Turkmenistan","Asia/Pacific","TKM","National","TKMt","Total",0.007,0.008,0.008,0.008,0.007,0.006,0.006,0.007,0.008,0.007,0.005,0.005,0.009,0.009,0.008,0.007,0.006,0.007,0.004,0.009,0.006,0.007,0.006,0.006,0.005,0.008,0.008,0.006,0.006,0.010,0.007,0.004,0.006
"Turks & Caicos Islands","America","TCA","National","TCAt","Total",0.023,0.018,0.021,0.026,0.025,0.018,0.022,0.018,0.027,0.029,0.017,0.025,0.019,0.022,0.026,0.030,0.027,0.032,0.039,0.026,0.031,0.035,0.023,0.020,0.025,0.022,0.025,0.039,0.023,0.021,0.025,0.020,0.023
"Uganda","Africa","UGA","National","UGAt","Total",0.059,0.062,0.053,0.050,0.060,0.055,0.055,0.057,0.050,0.052,0.044,0.052,0.048,0.046,0.047,0.047,0.056,0.049,0.048,0.047,0.056,0.055,0.053,0.050,0.047,0.050,0.040,0.046,0.052,0.056,0.058,0.041,0.044
"Ukraine","Europe","UKR","National","UKRt","Total",0.022,0.021,0.021,0.022,0.018,0.024,0.022,0.026,0.023,0.022,0.021,0.023,0.020,0.020,0.024,0.022,0.021,0.019,0.021,0.020,0.023,0.017,0.020,0.021,0.019,0.018,0.023,0.019,0.019,0.017,0.019,0.023,0.021
"United Arab Emirates","Asia/Pacific","ARE","National","AREt","Total",0.003,0.001,0.004,0.003,0.000,0.003,0.003,0.005,0.002,0.001,0.000,0.000,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.002,0.002,0.001,0.001,0.002,0.000,0.001
"United Kingdom","Europe","GBR","National","GBRt","Total",0.028,0.026,0.031,0.031,0.031,0.026,0.025,0.028,0.034,0.032,0.037,0.030,0.034,0.025,0.031,0.027,0.030,0.031,0.034,0.031,0.026,0.027,0.038,0.029,0.034,0.032,0.029,0.030,0.028,0.034,0.034,0.033,0.030
"United States","America","USA","National","USAt","Total",0.034,0.033,0.032,0.034,0.033,0.033,0.036,0.032,0.033,0.029,0.029,0.029,0.031,0.034,0.033,0.031,0.031,0.029,0.033,0.034,0.031,0.033,0.028,0.032,0.031,0.033,0.031,0.034,0.039,0.037,0.033,0.033,0.032
"Uruguay","America","URY","National","URYt","Total",0.049,0.044,0.042,0.048,0.042,0.034,0.035,0.040,0.051,0.037,0.047,0.049,0.062,0.045,0.032,0.039,0.037,0.044,0.027,0.044,0.041,0.034,0.043,0.034,0.052,0.036,0.043,0.043,0.036,0.049,0.027,0.035,0.029
"Uzbekistan","Asia/Pacific","UZB","National","UZBt","Total",0.014,0.016,0.016,0.019,0.015,0.011,0.013,0.014,0.019,0.016,0.011,0.012,0.018,0.019,0.016,0.014,0.013,0.013,0.011,0.016,0.015,0.014,0.013,0.013,0.013,0.016,0.015,0.014,0.013,0.015,0.013,0.010,0.015
"Vanuatu","Asia/Pacific","VUT","National","VUTt","Total",0.061,0.066,0.050,0.044,0.060,0.052,0.074,0.053,0.065,0.100,0.102,0.070,0.083,0.058,0.061,0.065,0.070,0.078,0.086,0.077,0.071,0.098,0.098,0.084,0.071,0.070,0.051,0.076,0.077,0.065,0.090,0.083,0.108
"Vatican City","Europe","VAT","National","VATt","Total",0.027,0.030,0.030,0.025,0.022,0.025,0.036,0.029,0.028,0.030,0.027,0.021,0.030,0.024,0.034,0.034,0.019,0.022,0.035,0.030,0.040,0.024,0.032,0.035,0.036,0.027,0.028,0.023,0.038,0.035,0.030,0.030,0.022
"Venezuela","America","VEN","National","VENt","Total",0.062,0.057,0.054,0.057,0.054,0.055,0.057,0.048,0.061,0.063,0.056,0.049,0.055,0.057,0.063,0.061,0.059,0.057,0.063,0.051,0.074,0.074,0.062,0.057,0.050,0.047,0.058,0.058,0.053,0.047,0.049,0.056,0.060
"Vietnam","Asia/Pacific","VNM","National","VNMt","Total",0.069,0.059,0.061,0.063,0.067,0.063,0.073,0.064,0.064,0.070,0.067,0.064,0.060,0.059,0.053,0.063,0.061,0.069,0.071,0.066,0.070,0.067,0.066,0.072,0.063,0.058,0.066,0.076,0.069,0.058,0.067,0.067,0.073
"Yemen","Asia/Pacific","YEM","National","YEMt","Total",0.011,0.009,0.013,0.015,0.011,0.014,0.016,0.015,0.016,0.014,0.014,0.015,0.014,0.014,0.012,0.014,0.013,0.012,0.011,0.009,0.017,0.011,0.010,0.012,0.013,0.011,0.015,0.011,0.012,0.014,0.015,0.012,0.010
"Zambia","Africa","ZMB","National","ZMBt","Total",0.033,0.034,0.028,0.039,0.031,0.030,0.034,0.039,0.035,0.033,0.040,0.039,0.031,0.035,0.037,0.028,0.037,0.039,0.038,0.038,0.041,0.036,0.037,0.035,0.035,0.034,0.036,0.042,0.037,0.033,0.041,0.035,0.043
"Zimbabwe","Africa","ZWE","National","ZWEt","Total",0.022,0.020,0.017,0.025,0.017,0.018,0.029,0.030,0.025,0.026,0.036,0.031,0.014,0.024,0.027,0.020,0.026,0.030,0.023,0.024,0.027,0.024,0.020,0.027,0.029,0.019,0.023,0.033,0.023,0.021,0.027,0.026,0.026
